uid,isSelected,title
0,TRUE,Terrace
0,FALSE,Rooftop
1,TRUE,Terrace
1,FALSE,Rooftop
2,TRUE,Terrace
2,FALSE,Rooftop
3,TRUE,Terrace
3,FALSE,Rooftop
4,TRUE,Terrace
4,FALSE,Rooftop
5,TRUE,Terrace
5,FALSE,Rooftop
6,TRUE,Terrace
6,FALSE,Rooftop
7,TRUE,Terrace
7,FALSE,Rooftop
8,TRUE,Terrace
8,FALSE,Rooftop
9,TRUE,Terrace
9,FALSE,Rooftop
10,TRUE,Terrace
10,FALSE,Rooftop
11,TRUE,Terrace
11,FALSE,Rooftop
12,TRUE,Terrace
12,FALSE,Rooftop
13,TRUE,Terrace
13,FALSE,Rooftop
14,TRUE,Terrace
14,FALSE,Rooftop
15,TRUE,Terrace
15,FALSE,Rooftop
16,TRUE,Terrace
16,FALSE,Rooftop
17,TRUE,Terrace
17,FALSE,Rooftop
18,TRUE,Terrace
18,FALSE,Rooftop
19,TRUE,Terrace
19,FALSE,Rooftop
20,FALSE,Terraces
20,FALSE,Rooftops
21,FALSE,Terraces
21,FALSE,Rooftops
22,FALSE,Terraces
22,FALSE,Rooftops
23,FALSE,Terraces
23,FALSE,Rooftops
24,FALSE,Terraces
24,FALSE,Rooftops
25,FALSE,Terraces
25,FALSE,Rooftops
26,FALSE,Terraces
26,FALSE,Rooftops
27,FALSE,Terraces
27,FALSE,Rooftops
28,FALSE,Terraces
28,FALSE,Rooftops
29,FALSE,Terraces
29,FALSE,Rooftops
30,FALSE,Terrace
30,TRUE,Rooftop
31,FALSE,Terrace
31,TRUE,Rooftop
32,FALSE,Terrace
32,TRUE,Rooftop
33,FALSE,Terrace
33,TRUE,Rooftop
34,FALSE,Terrace
34,TRUE,Rooftop
35,FALSE,Terrace
35,TRUE,Rooftop
36,FALSE,Terrace
36,TRUE,Rooftop
37,FALSE,Terrace
37,TRUE,Rooftop
38,FALSE,Terrace
38,TRUE,Rooftop
39,FALSE,Terrace
39,TRUE,Rooftop
40,FALSE,Terrace
40,TRUE,Rooftop
41,FALSE,Terrace
41,TRUE,Rooftop
42,FALSE,Terrace
42,TRUE,Rooftop
43,FALSE,Terrace
43,TRUE,Rooftop
44,FALSE,Terrace
44,TRUE,Rooftop
45,FALSE,Terrace
45,TRUE,Rooftop
46,FALSE,Terrace
46,TRUE,Rooftop
47,FALSE,Terrace
47,TRUE,Rooftop
48,FALSE,Terrace
48,TRUE,Rooftop
49,FALSE,Terrace
49,TRUE,Rooftop
50,TRUE,Terrace
50,FALSE,Rooftop
51,TRUE,Terrace
51,FALSE,Rooftop
52,TRUE,Terrace
52,FALSE,Rooftop
53,TRUE,Terrace
53,FALSE,Rooftop
54,TRUE,Terrace
54,FALSE,Rooftop
55,TRUE,Terrace
55,FALSE,Rooftop
56,TRUE,Terrace
56,FALSE,Rooftop
57,TRUE,Terrace
57,FALSE,Rooftop
58,TRUE,Terrace
58,FALSE,Rooftop
59,TRUE,Terrace
59,FALSE,Rooftop
60,TRUE,Terrace
60,FALSE,Rooftop
61,TRUE,Terrace
61,FALSE,Rooftop
62,TRUE,Terrace
62,FALSE,Rooftop
63,TRUE,Terrace
63,FALSE,Rooftop
64,TRUE,Terrace
64,FALSE,Rooftop
65,TRUE,Terrace
65,FALSE,Rooftop
66,TRUE,Terrace
66,FALSE,Rooftop
67,TRUE,Terrace
67,FALSE,Rooftop
68,TRUE,Terrace
68,FALSE,Rooftop
69,TRUE,Terrace
69,FALSE,Rooftop
70,FALSE,Terrace
70,FALSE,Rooftop
71,FALSE,Terrace
71,FALSE,Rooftop
72,FALSE,Terrace
72,FALSE,Rooftop
73,FALSE,Terrace
73,FALSE,Rooftop
74,FALSE,Terrace
74,FALSE,Rooftop
75,FALSE,Terrace
75,FALSE,Rooftop
76,FALSE,Terrace
76,FALSE,Rooftop
77,FALSE,Terrace
77,FALSE,Rooftop
78,FALSE,Terrace
78,FALSE,Rooftop
79,FALSE,Terrace
79,FALSE,Rooftop
80,TRUE,Terrace
80,FALSE,Rooftop
81,TRUE,Terrace
81,FALSE,Rooftop
82,TRUE,Terrace
82,FALSE,Rooftop
83,TRUE,Terrace
83,FALSE,Rooftop
84,TRUE,Terrace
84,FALSE,Rooftop
85,TRUE,Terrace
85,FALSE,Rooftop
86,TRUE,Terrace
86,FALSE,Rooftop
87,TRUE,Terrace
87,FALSE,Rooftop
88,TRUE,Terrace
88,FALSE,Rooftop
89,TRUE,Terrace
89,FALSE,Rooftop
90,TRUE,Terraces
90,FALSE,Rooftops
91,TRUE,Terraces
91,FALSE,Rooftops
92,TRUE,Terraces
92,FALSE,Rooftops
93,TRUE,Terraces
93,FALSE,Rooftops
94,TRUE,Terraces
94,FALSE,Rooftops
95,TRUE,Terraces
95,FALSE,Rooftops
96,TRUE,Terraces
96,FALSE,Rooftops
97,TRUE,Terraces
97,FALSE,Rooftops
98,TRUE,Terraces
98,FALSE,Rooftops
99,TRUE,Terraces
99,FALSE,Rooftops
100,TRUE,Terraces
100,FALSE,Rooftops
101,TRUE,Terraces
101,FALSE,Rooftops
102,TRUE,Terraces
102,FALSE,Rooftops
103,TRUE,Terraces
103,FALSE,Rooftops
104,TRUE,Terraces
104,FALSE,Rooftops
105,TRUE,Terraces
105,FALSE,Rooftops
106,TRUE,Terraces
106,FALSE,Rooftops
107,TRUE,Terraces
107,FALSE,Rooftops
108,TRUE,Terraces
108,FALSE,Rooftops
109,TRUE,Terraces
109,FALSE,Rooftops
110,TRUE,Terraces
110,FALSE,Rooftops
111,TRUE,Terraces
111,FALSE,Rooftops
112,TRUE,Terraces
112,FALSE,Rooftops
113,TRUE,Terraces
113,FALSE,Rooftops
114,TRUE,Terraces
114,FALSE,Rooftops
115,TRUE,Terraces
115,FALSE,Rooftops
116,TRUE,Terraces
116,FALSE,Rooftops
117,TRUE,Terraces
117,FALSE,Rooftops
118,TRUE,Terraces
118,FALSE,Rooftops
119,TRUE,Terraces
119,FALSE,Rooftops
120,FALSE,Terrace
120,FALSE,Rooftop
121,FALSE,Terrace
121,FALSE,Rooftop
122,FALSE,Terrace
122,FALSE,Rooftop
123,FALSE,Terrace
123,FALSE,Rooftop
124,FALSE,Terrace
124,FALSE,Rooftop
125,FALSE,Terrace
125,FALSE,Rooftop
126,FALSE,Terrace
126,FALSE,Rooftop
127,FALSE,Terrace
127,FALSE,Rooftop
128,FALSE,Terrace
128,FALSE,Rooftop
129,FALSE,Terrace
